,Simulated,Observed,zone,geometry,well,station_no,label,Model Layer,i_r,j_c
2020-01-02,31.655382,28.0059254,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-03,30.75067,18.039512300000002,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-04,15.893979,25.874033200000003,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-05,29.267445,26.710026889999998,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-06,28.439667,16.443069259999998,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-07,10.188492,12.907342709999998,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-08,2.255053,19.387263980000004,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-09,19.302755,25.23647731,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-10,26.718588,25.092363539999997,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-11,24.76508,8.96644851,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-12,0.8214652,22.19293224,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-13,19.521431,23.766438660000002,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-14,10.105639,30.752833490000004,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-15,29.18432,33.359997809999996,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-16,30.819874,35.109819349999995,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-17,32.313545,23.729280310000004,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-18,15.432633,35.3831371,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-19,33.45419,22.965387529999997,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-20,12.694939,28.214831059999998,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-21,25.307207,34.989171369999994,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-22,33.13674,32.921282860000005,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-23,28.73238,18.253733470000004,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-24,8.210173,16.26103735,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-25,7.307189,16.33479838,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-26,8.750932,18.946841879999997,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-27,11.898049,26.385132289999998,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-28,23.101458,34.90852662,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-29,32.526436,35.816357839999995,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-30,30.898298,19.174042770000003,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-01-31,8.661832,10.353084680000002,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-02-01,4.0235934,4.955286040000001,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-02-02,2.1673608,4.7187608700000006,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-02-03,1.1382184,1.271283450000002,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-02-04,-0.5429453,-2.8655678599999987,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-02-05,3.2257524,3.91260471,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-02-06,0.22700763,3.46117031,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-02-07,4.725434,2.60124914,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-02-08,3.5542102,1.5965288100000024,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-02-09,3.3101468,0.7175771900000001,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-02-10,3.0642498,-0.15570076999999927,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-02-11,2.6617827,0.9471725500000012,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-02-12,6.7239094,13.822544940000004,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-02-13,22.42233,17.041397550000003,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-02-14,20.266808,-1.8347537900000006,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-02-15,-3.2368317,-6.56003606,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-02-16,0.4959258,9.031734100000001,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
2020-02-17,20.409306,11.75648678,Wohler,POINT (6309010.813236248 1948884.3667395897),LRR0225,Caisson1,"Caisson1, LRR0225",1,146,64
