,Simulated,Observed,zone,geometry,well
2012-12-22,14.008815,26.3307177868078,Mirabel,POINT (6305010.8414901085 1944084.3485933396),LRR0227
2012-12-23,14.659507,21.5007432890681,Mirabel,POINT (6305010.8414901085 1944084.3485933396),LRR0227
2012-12-24,12.394483,29.5358886836763,Mirabel,POINT (6305010.8414901085 1944084.3485933396),LRR0227
2012-12-25,11.820156,29.648870583364296,Mirabel,POINT (6305010.8414901085 1944084.3485933396),LRR0227
2012-12-26,11.37313,34.4793001891898,Mirabel,POINT (6305010.8414901085 1944084.3485933396),LRR0227
2012-12-27,13.327111,40.02811559623841,Mirabel,POINT (6305010.8414901085 1944084.3485933396),LRR0227
2012-12-28,15.022208,40.20169541804701,Mirabel,POINT (6305010.8414901085 1944084.3485933396),LRR0227
2012-12-29,13.800892,39.4822989134892,Mirabel,POINT (6305010.8414901085 1944084.3485933396),LRR0227
2012-12-30,11.810805,25.8131833456516,Mirabel,POINT (6305010.8414901085 1944084.3485933396),LRR0227
2012-12-31,10.141522,21.524083092989198,Mirabel,POINT (6305010.8414901085 1944084.3485933396),LRR0227
2012-01-02,19.285759,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-03,19.134829,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-04,18.994051,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-05,18.850319,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-06,18.702156,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-07,18.550562,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-08,18.396448,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-09,18.240412,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-10,18.082758,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-11,17.923767,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-12,17.763756,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-13,17.603073,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-14,17.441986,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-15,17.280653,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-16,17.119253,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-17,16.958027,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-18,16.797127,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-19,16.466799,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-20,15.940986,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-21,15.273805,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-22,14.487246,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-23,13.596563,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-24,12.792406,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-25,12.127349,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-26,11.56605,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-27,11.078664,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-28,10.638547,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-29,10.226873,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-30,9.832108,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-01-31,9.447493,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-01,9.069273,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-02,8.695352,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-03,8.324365,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-04,7.955474,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-05,7.5882964,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-06,7.222518,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-07,6.8579454,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-08,6.4944735,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-09,6.13219,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-10,5.7714815,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-11,5.4128184,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-12,5.056361,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-13,4.702019,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-14,4.349685,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-15,3.9993172,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-16,3.6511514,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-17,3.3057756,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-18,2.963418,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-19,2.6238463,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-20,2.2867095,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-21,1.9516964,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-22,1.6185628,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-23,1.2882527,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-24,1.0865655,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-25,1.126636,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-26,1.3475318,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-27,1.7173995,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-28,2.2157638,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-02-29,2.7029212,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-01,3.035295,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-02,3.2986891,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-03,3.5155792,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-04,3.6977506,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-05,3.852963,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-06,4.0090203,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-07,4.1396627,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-08,4.2509646,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-09,4.346298,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-10,4.427753,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-11,4.4968996,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-12,4.555008,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-13,4.603163,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-14,4.4743905,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-15,4.1183934,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-16,3.601872,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-17,2.9676836,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-18,2.2319708,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-19,1.5745095,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-20,1.0629075,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-21,0.642784,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-22,0.2810452,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-23,-0.04344938,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-24,-0.34440166,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-25,-0.6304985,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-26,-0.9071789,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-27,-1.1772846,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-28,-1.441155,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-29,-1.6942705,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-30,-1.9134086,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-03-31,-2.0737488,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-01,-2.1805627,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-02,-2.2467988,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-03,-2.2774358,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-04,-2.274743,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-05,-2.2507458,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-06,-2.2208323,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-07,-2.1972108,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-08,-2.187486,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-09,-2.1958692,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-10,-2.2242508,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-11,-2.2729475,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-12,-2.341123,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-13,-2.4268203,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-14,-2.5262463,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-15,-2.6317337,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-16,-2.7325716,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-17,-2.8250234,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-18,-2.9122276,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-19,-2.9991887,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-20,-3.090178,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-21,-3.1880348,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-22,-3.2944129,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-23,-3.4100955,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-24,-3.5352688,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-25,-3.6697795,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-26,-3.8132849,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-27,-3.9652734,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-28,-4.1250997,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-29,-4.292134,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-04-30,-4.46578,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-01,-4.645469,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-02,-4.830711,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-03,-5.0211625,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-04,-5.216553,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-05,-5.416642,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-06,-5.6211824,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-07,-5.829923,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-08,-6.042637,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-09,-6.25914,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-10,-6.4792786,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-11,-6.547471,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-12,-6.3684497,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-13,-5.9980636,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-14,-5.4708624,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-15,-4.8095193,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-16,-4.185693,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-17,-3.701768,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-18,-3.3347688,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-19,-3.0504053,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-20,-2.797413,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-21,-2.5721564,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-22,-2.3712618,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-23,-2.1626062,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-24,-1.9497664,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-25,-1.7663202,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-26,-1.6045429,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-27,-1.4600468,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-28,-1.3303,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-29,-1.2135118,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-30,-1.188534,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-05-31,-1.1633885,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-01,-1.2233052,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-02,-1.356299,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-03,-1.1851237,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-04,-0.71030676,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-05,-0.077781685,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-06,0.5241161,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-07,1.3792286,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-08,1.9242073,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-09,2.4053776,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-10,2.8289158,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-11,3.4239469,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-12,3.9250386,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-13,4.51134,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-14,4.770839,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-15,4.928938,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-16,5.1623063,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-17,5.395118,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-18,5.6200976,1.5580666866827997,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-19,6.081315,3.431561840546806,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-20,6.485933,4.800235748278901,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-21,6.652926,5.586885175039903,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-22,6.6950784,6.1058672352132035,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-23,6.653788,6.242954548010999,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-24,6.4751053,6.900960902791304,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-25,6.3724837,7.337566430706701,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-26,6.164768,5.937677255014705,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-27,5.0167255,2.556383856287802,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-28,3.698973,-2.626145711523698,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-29,2.2951458,-18.9667649001185,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-06-30,0.77815104,-10.689797857014998,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-01,2.4250526,-1.760051586464897,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-02,3.9157782,1.2113927578088024,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-03,4.605513,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-04,5.4533095,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-05,6.2893147,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-06,7.032701,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-07,7.597053,7.431411753519505,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-08,8.053684,7.743099001912903,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-09,7.658566,7.4590623783903,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-10,6.7856154,7.270691553934803,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-11,5.6689053,6.300491905204801,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-12,4.5739417,1.2454584721885027,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-13,4.833664,-0.3406748595148983,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-14,6.1477385,4.7559185098168015,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-15,7.6347184,5.5971526343172044,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-16,8.225856,6.596515788515404,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-17,8.855123,7.467846345926205,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-18,9.405399,6.893181775204404,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-19,8.513272,-4.0952074237878975,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-20,6.4001207,-0.9694466324279958,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-21,5.414539,-7.807645265340298,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-22,4.315239,-5.851982894012398,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-23,3.9012492,-5.552346208511999,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-24,3.2676988,4.4294236021424,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-25,3.476226,-6.720153534553397,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-26,1.5561382,-5.875746640413698,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-27,1.8766754,7.394909777533805,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-28,3.5001929,-2.579080783256696,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-29,2.2500064,-5.781623691534296,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-30,2.2304754,-6.493322593880595,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-07-31,2.2179961,1.6342169095242056,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-01,3.0275266,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-02,3.4653738,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-03,3.9205105,0.9520268854910015,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-04,4.408993,-1.5672509457509989,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-05,4.1057453,-6.696699638908996,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-06,3.2454908,-7.342269806500198,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-07,3.273855,0.8583114636579054,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-08,4.938357,10.8566087334478,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-09,5.05987,-1.5962194475335956,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-10,5.484959,12.342380271097305,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-11,8.9052925,12.023302213501303,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-12,9.746861,11.881764867644904,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-13,10.110523,13.527894014737505,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-14,10.924569,13.077662480649806,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-15,11.429329,12.884951164723503,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-16,11.95648,12.588920131984302,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-17,12.536054,11.921798222290406,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-18,13.003045,11.732791949523701,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-19,13.599868,15.7465577264322,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-20,14.825815,12.8089074714362,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-21,14.929845,15.312039017508802,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-22,15.860602,16.128896671345302,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-23,16.077736,14.603152531042404,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-24,16.795958,13.5276155380201,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-25,16.736217,11.383462881440103,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-26,16.920187,10.957685763836103,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-27,17.219992,10.766457104166705,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-28,17.586828,11.312914108401202,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-29,18.065517,9.784961641246802,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-30,18.307274,7.464633836974301,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-08-31,18.525248,6.2165770444646995,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-01,18.756784,5.574584130159906,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-02,19.077726,5.294857869693402,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-03,19.455023,6.043000278463005,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-04,19.738636,6.391941764468406,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-05,20.223068,6.376086286642902,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-06,20.50324,5.605574763133802,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-07,20.443161,6.452193940912501,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-08,20.770496,7.522518312759004,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-09,21.49481,,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-10,21.81447,4.268016800368301,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-11,21.826292,4.0196487241545995,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-12,21.84047,4.045978052613805,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-13,21.969799,5.578076141245006,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-14,22.303577,5.3399133491771025,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-15,22.280422,4.456912926669105,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-16,21.656393,3.9900782299654054,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-17,20.401112,4.2248698020463,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-18,18.993301,4.9932594774763,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-19,20.298891,4.567948411908702,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-20,21.46775,5.724896325934502,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-21,21.88741,4.477453620488802,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-22,21.910364,4.5913742128444,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-23,22.156464,4.0272776496706015,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-24,22.660875,6.629230840697403,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-25,23.411022,7.551307496847102,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-26,23.685026,6.079461080689704,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-27,22.72156,15.070664830767406,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-28,24.172825,12.716517442370304,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
2012-09-29,25.336626,7.382540616105302,Mirabel,POINT (6305810.82743196 1943484.3541463155),LRR0228
